actress,actor,hypernyms 
agree,argue,None 
newspaper,information,None 
argue,prove,None 
give,put,synonyms 
condition,boy,None 
street,car,None 
go,allow,hypernyms 
formal,proper,None 
song,story,None 
date,calendar,None 
car,highway,None 
action,course,hyponyms 
join,add,synonyms 
save,protect,None 
animal,person,co_hyponyms 
tower,bell,None 
idea,scheme,indirect_hyponyms 
fast,rapid,similar_tos 
apparent,obvious,similar_tos 
argument,agreement,None 
try,think,indirect_hypernyms 
take,obtain,synonyms 
room,cell,hyponyms 
day,morning,part_meronyms 
explain,prove,co_hyponyms 
leave,appear,indirect_hyponyms 
article,journal,None 
communication,television,indirect_hyponyms 
leave,remain,None 
author,creator,indirect_hypernyms 
door,floor,co_hyponyms 
lose,keep,antonyms 
achieve,try,indirect_hyponyms 
bottom,side,hypernyms 
leave,enter,co_hyponyms 
book,theme,co_hyponyms 
money,diamond,None 
attention,interest,None 
boat,car,hyponyms 
adult,baby,indirect_hyponyms 
doctor,professor,None 
camera,president,None 
battle,conquest,None 
proof,fact,None 
wood,paper,None 
friend,teacher,None 
big,broad,synonyms 
task,job,identity 
style,fashion,identity 
begin,go,synonyms 
second,minute,identity 
brother,soul,indirect_hypernyms 
plate,bowl,co_hyponyms 
rice,boy,None 
night,chapter,None 
agree,differ,antonyms 
easy,big,None 
boy,soldier,None 
belief,opinion,identity 
hole,agreement,None 
bell,door,None 
bad,great,synonyms 
bird,turkey,indirect_hyponyms 
intelligence,skill,co_hyponyms 
opinion,choice,None 
couple,pair,identity 
man,husband,None 
decade,century,part_holonyms 
opinion,idea,synonyms 
woman,secretary,None 
get,remain,None 
destruction,construction,None 
strength,might,hypernyms 
sky,universe,part_holonyms 
winner,goal,None 
become,seem,None 
argue,differ,entailments 
era,decade,co_hyponyms 
boy,partner,None 
wealth,fame,None 
presence,door,None 
journey,conquest,None 
wealth,poverty,antonyms 
island,task,None 
chapter,choice,None 
winner,presence,None 
effort,difficulty,hyponyms 
task,highway,None 
task,woman,None 
