actress,actor,hypernyms 
save,protect,None 
student,professor,None 
girl,child,hyponyms 
car,bridge,None 
become,appear,None 
give,put,synonyms 
big,heavy,identity 
leave,enter,co_hyponyms 
money,diamond,None 
tower,bell,None 
rice,boy,None 
long,narrow,None 
apparent,obvious,similar_tos 
door,floor,co_hyponyms 
action,course,hyponyms 
style,fashion,identity 
lose,get,synonyms 
take,leave,synonyms 
street,car,None 
author,creator,indirect_hypernyms 
explain,prove,co_hyponyms 
simple,easy,also_sees 
boy,soldier,None 
adult,baby,indirect_hyponyms 
hole,wife,None 
leave,remain,None 
newspaper,information,None 
god,priest,None 
argue,prove,None 
agree,argue,None 
book,theme,co_hyponyms 
recent,new,similar_tos 
formal,proper,None 
motor,boat,None 
driver,pilot,None 
lose,keep,antonyms 
woman,secretary,None 
animal,person,co_hyponyms 
bottom,side,hypernyms 
big,broad,synonyms 
friend,teacher,None 
intelligence,skill,co_hyponyms 
try,think,indirect_hypernyms 
boy,partner,None 
task,job,identity 
strength,might,hypernyms 
wood,paper,None 
argument,agreement,None 
reality,fantasy,None 
boat,car,hyponyms 
get,remain,None 
car,highway,None 
second,minute,identity 
easy,big,None 
doctor,professor,None 
night,chapter,None 
plate,bowl,co_hyponyms 
take,obtain,synonyms 
battle,conquest,None 
idea,scheme,indirect_hyponyms 
camera,president,None 
man,husband,None 
wealth,fame,None 
couple,pair,identity 
room,cell,hyponyms 
winner,goal,None 
belief,opinion,identity 
attention,interest,None 
bell,door,None 
island,task,None 
leave,appear,indirect_hyponyms 
decade,century,part_holonyms 
become,seem,None 
era,decade,co_hyponyms 
brother,soul,indirect_hypernyms 
bad,great,synonyms 
bird,turkey,indirect_hyponyms 
destruction,construction,None 
hole,agreement,None 
journey,conquest,None 
winner,presence,None 
chapter,choice,None 
opinion,idea,synonyms 
presence,door,None 
wealth,poverty,antonyms 
effort,difficulty,hyponyms 
opinion,choice,None 
argue,differ,entailments 
agree,differ,antonyms 
task,highway,None 
task,woman,None 
