actress,actor,hypernyms 
give,put,synonyms 
strength,might,hypernyms 
argue,prove,None 
join,add,synonyms 
business,industry,hyponyms 
champion,winner,None 
water,ice,substance_holonyms 
medium,news,None 
book,information,indirect_hypernyms 
way,manner,identity 
wood,paper,None 
come,bring,synonyms 
leave,enter,co_hyponyms 
club,society,identity 
biography,fiction,None 
go,send,indirect_hyponyms 
activity,movement,hyponyms 
become,seem,None 
necessary,important,None 
proof,fact,None 
lose,keep,antonyms 
couple,pair,identity 
take,leave,synonyms 
save,protect,None 
song,story,None 
send,receive,co_hyponyms 
snow,weather,indirect_hypernyms 
beer,alcohol,indirect_hypernyms 
day,morning,part_meronyms 
disc,computer,None 
decade,century,part_holonyms 
boat,car,hyponyms 
girl,child,hyponyms 
glass,crystal,indirect_hyponyms 
large,big,identity 
idea,image,indirect_hyponyms 
article,journal,None 
fast,rapid,similar_tos 
winner,candidate,co_hyponyms 
man,child,hyponyms 
book,essay,None 
car,bridge,None 
alcohol,wine,hyponyms 
hand,foot,indirect_hypernyms 
god,priest,None 
belief,opinion,identity 
card,bridge,None 
intelligence,logic,None 
chief,mayor,None 
game,action,hypernyms 
college,class,None 
student,professor,None 
driver,pilot,None 
situation,condition,hypernyms 
right,justice,hypernyms 
animal,person,co_hyponyms 
author,creator,indirect_hypernyms 
august,month,indirect_hypernyms 
child,adult,co_hyponyms 
style,fashion,identity 
home,state,indirect_hypernyms 
child,boy,indirect_hyponyms 
king,princess,co_member_meronyms 
leader,manager,indirect_hyponyms 
leave,appear,indirect_hyponyms 
area,zone,co_hyponyms 
plane,airport,None 
street,car,None 
sun,sky,None 
communication,television,indirect_hyponyms 
molecule,air,None 
motor,boat,None 
boy,soldier,None 
wealth,fame,None 
attention,interest,None 
reality,fantasy,None 
princess,island,None 
motor,engine,hyponyms 
condition,boy,None 
money,diamond,None 
get,remain,None 
school,law,None 
action,course,hyponyms 
value,belief,None 
take,obtain,synonyms 
idea,scheme,indirect_hyponyms 
brother,soul,indirect_hypernyms 
people,gun,None 
foot,head,indirect_part_meronyms 
hole,wife,None 
bird,turkey,indirect_hyponyms 
tower,bell,None 
bottom,side,hypernyms 
dollar,people,None 
era,decade,co_hyponyms 
intelligence,skill,co_hyponyms 
date,calendar,None 
discussion,argument,hyponyms 
begin,go,synonyms 
argument,agreement,None 
sky,universe,part_holonyms 
long,narrow,None 
second,minute,identity 
rice,boy,None 
destruction,construction,None 
top,side,hypernyms 
code,symbol,None 
word,newspaper,None 
doctor,professor,None 
opinion,idea,synonyms 
beach,sea,None 
big,heavy,identity 
battle,conquest,None 
adult,baby,indirect_hyponyms 
book,theme,co_hyponyms 
arm,body,part_holonyms 
room,cell,hyponyms 
journey,conquest,None 
opinion,choice,None 
task,job,identity 
house,key,co_hyponyms 
night,chapter,None 
bad,great,synonyms 
woman,secretary,None 
man,husband,None 
boy,partner,None 
plate,bowl,co_hyponyms 
island,task,None 
door,floor,co_hyponyms 
winner,goal,None 
camera,president,None 
bell,door,None 
newspaper,information,None 
effort,difficulty,hyponyms 
presence,door,None 
chapter,choice,None 
hole,agreement,None 
big,broad,synonyms 
easy,big,None 
winner,presence,None 
car,highway,None 
wealth,poverty,antonyms 
argue,differ,entailments 
agree,differ,antonyms 
task,woman,None 
task,highway,None 
