actress,actor,hypernyms 
door,gate,co_hyponyms 
child,boy,indirect_hyponyms 
hand,foot,indirect_hypernyms 
sun,sky,None 
way,manner,identity 
give,put,synonyms 
medium,news,None 
song,story,None 
join,add,synonyms 
motor,engine,hyponyms 
go,enter,hyponyms 
president,mayor,None 
vehicle,bus,indirect_hyponyms 
mouse,management,None 
proof,fact,None 
condition,boy,None 
activity,movement,hyponyms 
wood,paper,None 
winner,candidate,co_hyponyms 
animal,person,co_hyponyms 
article,journal,None 
take,carry,identity 
big,heavy,identity 
boat,car,hyponyms 
glass,crystal,indirect_hyponyms 
keep,protect,hypernyms 
idea,scheme,indirect_hyponyms 
send,receive,co_hyponyms 
club,society,identity 
leave,enter,co_hyponyms 
biography,fiction,None 
area,zone,co_hyponyms 
carry,bring,synonyms 
wide,narrow,antonyms 
alcohol,wine,hyponyms 
save,protect,None 
car,bridge,None 
august,month,indirect_hypernyms 
baby,daughter,hypernyms 
style,fashion,identity 
idea,image,indirect_hyponyms 
bring,send,hypernyms 
champion,winner,None 
girl,child,hyponyms 
school,law,None 
fast,rapid,similar_tos 
right,justice,hypernyms 
card,bridge,None 
college,class,None 
date,calendar,None 
friend,teacher,None 
street,car,None 
game,action,hypernyms 
child,adult,co_hyponyms 
king,princess,co_member_meronyms 
couple,pair,identity 
value,belief,None 
driver,pilot,None 
beach,sea,None 
top,side,hypernyms 
argue,prove,None 
communication,television,indirect_hyponyms 
bottom,side,hypernyms 
sky,universe,part_holonyms 
people,gun,None 
go,send,indirect_hyponyms 
day,morning,part_meronyms 
princess,island,None 
leave,appear,indirect_hyponyms 
foot,head,indirect_part_meronyms 
strength,might,hypernyms 
belief,opinion,identity 
bird,turkey,indirect_hyponyms 
become,seem,None 
get,remain,None 
chief,mayor,None 
author,creator,indirect_hypernyms 
room,cell,hyponyms 
dollar,people,None 
come,bring,synonyms 
second,minute,identity 
decade,century,part_holonyms 
money,diamond,None 
try,think,indirect_hypernyms 
long,narrow,None 
action,course,hyponyms 
leader,manager,indirect_hyponyms 
house,key,co_hyponyms 
lose,keep,antonyms 
tower,bell,None 
achieve,try,indirect_hyponyms 
take,obtain,synonyms 
god,priest,None 
agree,argue,None 
argument,agreement,None 
snow,weather,indirect_hypernyms 
battle,conquest,None 
discussion,argument,hyponyms 
begin,go,synonyms 
hole,wife,None 
molecule,air,None 
doctor,professor,None 
code,symbol,None 
door,floor,co_hyponyms 
book,theme,co_hyponyms 
arm,body,part_holonyms 
word,newspaper,None 
brother,soul,indirect_hypernyms 
rice,boy,None 
boy,soldier,None 
motor,boat,None 
intelligence,skill,co_hyponyms 
island,task,None 
big,broad,synonyms 
attention,interest,None 
task,job,identity 
camera,president,None 
easy,big,None 
era,decade,co_hyponyms 
hole,agreement,None 
boy,partner,None 
woman,secretary,None 
bad,great,synonyms 
destruction,construction,None 
opinion,idea,synonyms 
night,chapter,None 
opinion,choice,None 
man,husband,None 
presence,door,None 
newspaper,information,None 
car,highway,None 
journey,conquest,None 
adult,baby,indirect_hyponyms 
chapter,choice,None 
wealth,fame,None 
bell,door,None 
plate,bowl,co_hyponyms 
task,woman,None 
winner,presence,None 
winner,goal,None 
effort,difficulty,hyponyms 
argue,differ,entailments 
agree,differ,antonyms 
wealth,poverty,antonyms 
task,highway,None 
