actress,actor,hypernyms 
belief,concept,co_hyponyms 
agree,argue,None 
mouse,management,None 
take,leave,synonyms 
decade,century,part_holonyms 
plane,airport,None 
argument,criticism,None 
become,appear,None 
august,month,indirect_hypernyms 
water,ice,substance_holonyms 
hand,foot,indirect_hypernyms 
book,literature,None 
glass,crystal,indirect_hyponyms 
wood,paper,None 
intelligence,logic,None 
strength,might,hypernyms 
book,essay,None 
day,morning,part_meronyms 
couple,pair,identity 
fast,rapid,similar_tos 
man,father,co_hyponyms 
wide,narrow,antonyms 
author,creator,indirect_hypernyms 
belief,opinion,identity 
motor,engine,hyponyms 
boy,soldier,None 
vehicle,bus,indirect_hyponyms 
new,ancient,None 
large,big,identity 
machine,engine,indirect_hyponyms 
book,text,hyponyms 
child,boy,indirect_hyponyms 
hard,simple,None 
brother,soul,indirect_hypernyms 
girl,child,hyponyms 
communication,language,hyponyms 
song,story,None 
way,manner,identity 
become,seem,None 
dictionary,definition,None 
situation,condition,hypernyms 
take,obtain,synonyms 
activity,movement,hyponyms 
beer,alcohol,indirect_hypernyms 
business,industry,hyponyms 
recent,new,similar_tos 
boat,car,hyponyms 
proof,fact,None 
business,company,None 
man,child,hyponyms 
disc,computer,None 
article,journal,None 
style,fashion,identity 
club,society,identity 
foot,head,indirect_part_meronyms 
animal,person,co_hyponyms 
attention,interest,None 
biography,fiction,None 
king,princess,co_member_meronyms 
leave,appear,indirect_hyponyms 
motor,boat,None 
date,calendar,None 
people,party,None 
money,capital,None 
rice,boy,None 
student,professor,None 
medium,news,None 
adult,baby,indirect_hyponyms 
door,floor,co_hyponyms 
action,course,hyponyms 
sky,universe,part_holonyms 
leader,manager,indirect_hyponyms 
get,remain,None 
game,action,hypernyms 
reality,fantasy,None 
idea,scheme,indirect_hyponyms 
journey,conquest,None 
condition,boy,None 
idea,image,indirect_hyponyms 
street,car,None 
god,priest,None 
winner,goal,None 
doctor,professor,None 
area,zone,co_hyponyms 
hole,wife,None 
book,information,indirect_hypernyms 
plate,bowl,co_hyponyms 
big,heavy,identity 
chief,mayor,None 
second,minute,identity 
begin,go,synonyms 
money,diamond,None 
tower,bell,None 
right,justice,hypernyms 
car,bridge,None 
molecule,air,None 
discussion,argument,hyponyms 
word,newspaper,None 
beach,sea,None 
communication,television,indirect_hyponyms 
bird,turkey,indirect_hyponyms 
era,decade,co_hyponyms 
value,belief,None 
college,class,None 
card,bridge,None 
home,state,indirect_hypernyms 
opinion,choice,None 
room,cell,hyponyms 
battle,conquest,None 
people,gun,None 
bottom,side,hypernyms 
argument,agreement,None 
opinion,idea,synonyms 
wealth,fame,None 
task,job,identity 
long,narrow,None 
boy,partner,None 
book,theme,co_hyponyms 
night,chapter,None 
intelligence,skill,co_hyponyms 
dollar,people,None 
destruction,construction,None 
top,side,hypernyms 
princess,island,None 
code,symbol,None 
bell,door,None 
effort,difficulty,hyponyms 
arm,body,part_holonyms 
island,task,None 
presence,door,None 
house,key,co_hyponyms 
bad,great,synonyms 
school,law,None 
camera,president,None 
hole,agreement,None 
easy,big,None 
argue,differ,entailments 
winner,presence,None 
woman,secretary,None 
newspaper,information,None 
big,broad,synonyms 
man,husband,None 
agree,differ,antonyms 
chapter,choice,None 
car,highway,None 
wealth,poverty,antonyms 
task,woman,None 
task,highway,None 
